image_Path,image_name,text
France_Pages\France_Page112.png,France_Page112.png,"he & the other come to him that is to be ordeind, read severall chapters to him in the Epistles wherein the minister��s duty is conteind, & then, after a prayer, they lay their hands upon him & make a declaration to this purpose: that, by authority & licence of the provincial! synod, he has power to preach, forgive sins, to bless marriages & to administer the sacraments, & there? upon he is pastor of that place. The allowance that he shall have depends on the consistory. After this upon removall to an other church he is not to be ordaind, but he cannot remove without the leave & approbation of the synod. If any one hold tenets contrary to their articles offaith, the King punishes him, soe that you must be here either of the Romish or their church; for not long since it happend to one here, who was inclineing to and vented some Arrian doctrines, the Governor complained to the King. He sent order he should be tried, & soe was sent to Tholose where upon triall, he denying it utterly, he was permitted to scape out of prison; but had he owned it, he had been burnt as an Heretick. "
France_Pages\France_Page113.png,France_Page113.png,"The States here this year have given ��400,000 for each of the next succeeding 4 years,"" having given ��300,000 every year for the 6 last past, all these 3,400,000 livres being particularly for carrying on the canall, besides their taxes towards the warr, as 2,100,000 1. given for this next year. Montpellier is in circuit about the bignesse of Oxford or lesse, but they say there are 30,000 people in it, &that there are 8,000 communicants of the Protestant church.3 The streets are narrow &houses high. They tell me that the number of Protestants within these twenty or thirty last years are manifestly increased, & doe dayly, notwithstanding their losse every day of something, some priviledg or other. Their consistorys had formerly power to examin witnesses upon oath, which within these ten years hath been taken away from them. TH. 13 FEB. N. Very fair. Windy, sun very warme. Women siting in the feilds upon the ground. A pretty sort of cover for women rideing in "
France_Pages\France_Page114.png,France_Page114.png,"the sun, made of straw, something of the fashion of tin covers for dishes. FR. 14 FEB. The States are about 80: 22 Bishops, about 25 or 30 Barons, the rest Deputys. They are all paid by their respective towns & countrys, but the Bishops & many of the Barons receive it not. They that have least have 50 ecus per month, & they run their time from the time they are summond by the King to meet, though they meet not in almost a month after; & though they depart the 2nd or 3rd day of the 4th month, they are paid for a whole one. The first Consul of Montpellier hath 1,000 ecus for every session. If the States meet & sit at Montpellier, the other 5 Consuls of Montpellier have the priviledg to sit in the States & then have 50 ecus a peice per month; but when the States sit in any other towne, the Premier Consul "
France_Pages\France_Page115.png,France_Page115.png,"of Montpellier is alone admitted for that town, & all the Consuls of the town where they sit have their places in the States. The King appoints the town every yeare where they shall sit, when he summons. Of the 22 Bishops 17 have revenues to about 3,000 . sterling per annum & upwards, the other 5 much more.The Bishopnck of Alby is worth 40,000 ecus per annum. Mr. N. bought a sute of Uzes serge which is a litle broader then tabby. He had for coat & briches 3J cans at -��6 - 5 per can & for lineing 19 pans of waterd tabby at ��11 per can. 8 pans make a can. 3 cans make 5 Auns of Paris. "
France_Pages\France_Page116.png,France_Page116.png,"SAT.I5 FEB.Bought of a Genoese,who brought them from Genoa & usually  comes  hither  every  year  with   the  like  merchandise, Orange &Citron trees as follows: The orange &citron trees cost me one Livre a peice,the Arabian  Jasmin I5  sous  &the  Spanish  Jasmin  2s.a peice,in  all SUND.16FEB. "
France_Pages\France_Page117.png,France_Page117.png,"At Mr.Pueche's we weighed a pot of their water &it weighed of Montpellier's weights 2 lbs.I4 ozs. A wooden trident used in stables,the teeth set like our prongs by beathing. munday 17 feb. All the power of church discipline is in the Consistory of every particular church. The consistory of this of Montpellier consists of their 4 Pastors & 24 Diacones which they call Anciens. These, by majority of votes, order all their church affairs as their publique stock, censures, etc. The majority of votes determin the matter, though there be noe one ofthe Pastors ofthat side. If there be any disagreement or controversy of law amongst them, they refer it to some of the sober Gentry of the towne & lawyers that are Protestants, for they have here still 6 Councellors of the Religion, & the Advocates may be of what religion they please. The Consistory manage their Church censures thus. If any one live scandalously, they first reprouv him in private. If he mends not, "
France_Pages\France_Page118.png,France_Page118.png,"he is called before the Consistory & admonished there. If that works not, the same is donne in the publique congregation, & if after that he stands incorrigible, he is excluded from the Eucarist. This is the utmost of their power. All things are proved in the Consistory by witnesses which were formerly sworne, but the King hath taken from them the power of giveing oaths. The consistory here at Montpellier are chosen every 6 years, at other places in other circuits oftime, as at Nismes every yeare. The present consistory choos the next Anciens & commonly severall of the former are reteind. The names of the new chosen Anciens or Elders are reported to the congregation, & if any one of them be after ward excepted against in the consistory with sufficient reason & proof, he is laid by & an other chosen. The herbs in the Physick Garden are set in long beds wald in on both sides. The beds are in the cleare 3 large pans broad & the walls on the sides 2 large pans high, coped with hewn stone with numbers on one side & on the other a gutter cut all along to convey water to any part of the bed. These stones are "
France_Pages\France_Page119.png,France_Page119.png,"about  pan broad. Mr. Charleton told me that at Pezenas over the dore of the Capouchins�� church there is this inscription in an oval: Prima Trias Virgo est��, and under it an other: ��Sanctissimae Trinitati sacrum in honorem Beatae Mariae Triadis Imagini . SHROVE TUESDAY, 18 FEB. The heigth & consummation of the Carnival. The town fild with mascarades for this last weeke, danceing in the streets in all manner of habits & disguises, to all sorts of musick, brass kettles & frying pans not excepted. Grana kermes grow on a shrub of the kinde of Schene vert called ilex coccifera, & are a sort of oake apples with litle animals in them. Olive trees grow a very long time. Mr. Jacques tels me that there are about Montpellier olive trees that were planted "
France_Pages\France_Page120.png,France_Page120.png,"200 years agoe. The slips grow, but better the ofsets from the roots. As we came along, in severall places we saw 4 or 5 younge ofsets let up about old stocks, in some places the stocks growing, but where the ofsets were grown pretty big, the old stock was generally cut away close to the ground. Sent away by Mr. Waldo who departs to-morrow the following seeds: Melons of 1672 & 1675. Balsamum. Cyanus. Jacea Cyntheroides. Astragallas africana odorifera. Marum. Lychnis Constantinopolitana. Jonkils. Acacia. Petroselinum Macedonicum. Brassica alba. crispata. capitata major, campestris. "
France_Pages\France_Page121.png,France_Page121.png,"flore albo. capitata. viridis. Capucinorum. Raphani Parisienses. Tholosani rubri. Lactuca Valentiana. Romana. Good to blanch, hiberna. Pomea or apple lettuce, best sort. capitata. cochleata. Glandes ilicis semper viriscentis. Galli: schene vert. ASH WED. 19 FEB. This year the Synod of this province meet here at Montpellier. They meet some times at other places. They consist of about 50 Pastors & as many Elders, each church sending one of each sort. Publique admonitions of their consistory happen seldom. The last two instances were, one for strikeing a cuff on the eare in the church "
France_Pages\France_Page124.png,France_Page124.png,"on a communion day, for which he was hinderd from receiving. The other for marrying his daughter to a Papist, for which he stood excommunicate six months, but their excommunication reaches noe farther then exclusion from the Eucharist, not from the church & sermons. They plough the earth here very shallow & usually with one mule. The plough share is about 1 pan long & one half pan broad at the broad end, from whence forwards it grows taper & very sharpe & slender. From the broad end backwards it hath a shaft about the length ofthe share which is put into a mortis in the lower end of a crooked peice of wood, the upper end whereof is fastend to the 2 peices of wood which serve for traces. In this mortice the shaft of the ploughshare & the end of the stiva are both fastend with a wedg, & under the plough share lies a litle peice of wood of the bredth or a litle broader then the plough share, & shaped like it, but shorter, & 3 square the great angle downewards. This is to make it rise towards the great end & soe turn up the earth. This is also fastend by two litle sticks, riveted in each side of it, & coming through the peice of wood of the harness through two holes, on each side one, above the mortise & these fastend with two litle wedges. When they leave work, they take their plough in peices & fasten the severall parts to geather with a cord & soe draw it home. "
France_Pages\France_Page125.png,France_Page125.png,"thurs. 20 FEB. Mr. Pattray knew not the benediction. A guiny which weighs of our English weight 5 penny weight. 1o  gr.,i.e.I30  gr.,weighs  at  Montpeller  2  drachms  I5  grains, where                       6o grains make I drachm. 8    drachms--I    0z. 16 ozs.     ---1    Ib.,their   common   pound    by which they buy &sell in their markets almost all things,for wood,  apples,lobsters  etc.are  all  bought  by  weight.Lobsters  cost  8s. per  1b. This day my orange trees went away. "
France_Pages\France_Page126.png,France_Page126.png,"Canne fri. 21 [feb.] A canne is 2 yards 6 inches of English measure. A canne conteins 8 pans.  of a pan which is 3  inches English, added to our English yard, makes a demi canne or half a canne Montpellier. pan is 3   inch.  pan is 2 inches, wanting about  inch. sat. 22 feb. Estat du revenu de 1��Eglise de France. L��Eglise Romaine de France Gallicane est douee pour le present de quinze Archevechez qui sont: Lyon Reims Aix Sens Bourdeaux Vienne Auches Toulouze Rouen Arles Bourges Ambrun Tours Narbonne Paris. Soubs lesquels Archeveschez sont contenus le nornbre de quatre vmgts quinze "
France_Pages\France_Page127.png,France_Page127.png,"Eveschez fournis de septs vingts mil cures ou paroisses. Plus il se trouve treize cens cinquante six Abbaies. Douze mil quatre cens prieurez. Douze cens cinquante six commenderies de Malthe. Cent cinquante deux mil chapelles ayant toutes des chapelains sans comprendre les abbayes des Religieuses dont le nornbre est de cinq cent cinquante sept. Outre ce il se trouve cinq cens couvens de Cordeliers, sans comprendre les Jacobins, Carmes, Augustins, Chartreux, Celestins, Jesuits, Minismes, at autres Religieux desquels le nornbre se monte a quatorze mil soixante dix-sept couvens. Sont fournis lesd. ecclesiastiques de deux cens cinquante neuf mil mestairies et dix sept mille arpens de vignes, qui sont par eux bailees [sic] a ferme, sans comprendre trois mil arpens "
France_Pages\France_Page128.png,France_Page128.png,"arpens ou ils prennent le tiers ou le quart. Partant il se trouve que lad. eglise a de revenu par an la somme de deux cens soixante seize millions, sans y comprendre les reserves qu ils font de leurs beaux [sic] a ferme qui se montent a trente six millions / which is 24 millions sterling. SUND. 23 FEB. v. p. [ ], but there is now noe feare of excommunication upon that account, the King haveing made a law that persons of different religions shall not marry, which often causes the change of religion, espetially sequioris sexus. At church today aboundance of coughing. MUND. 24 FEB. The province of Languedock is thus governd. The Duke of Vernule, their Governor, commands over the whole Province, & has a power somewhat like "
France_Pages\France_Page129.png,France_Page129.png,"the King��s, though he be most properly Lord Leiutenant, & I doe not heare that he meddles  at all in Judicial causes, either civil or Criminal. In his absence the province is divided into 3 districts, each having a deputy Governor with the same power in his respective district. Every citty also hath its Governor whose power is much like the Governor��s of a Garison.Montpellier hath 6 Consuls who have the Government of the politie ofthe towne, order the building or repair of publique places, seeing the bread weight & flesh sold at its due rate, & looking after the weights & measures, & can determin all causes not exceeding five livres. They had formerly a considerable authority, but now they are litle more then servants to the Governor of the towne. They were formerly 3 Protestants & 3 Papists, but the Protestants have been excluded about these years. The civil causes of the province are judgd here by a court cald the Court of Aides. "
France_Pages\France_Page130.png,France_Page130.png,"The judges are: the Premier President, his place worth about 12,000 livres per annum; 8 presidents, their places worth about 6,000 livres per annum; & 30 Conseilers, their places worth about 2,000 livers per annum. They sit on a high bench in an handsome roome. The Premier President sits next the corner, leaveing it on his right hand, where is a seat elevated a litle higher then the bench, where the King only sits. On both sides this corner sit the other Presidents & next them the Conseilers, who are all judges, & the cause is determind by majority of votes which the Premier President pronounces. Ifin the pleading there be any papers or other specialtys""1 alleadged on which any part ofthe cause depends, they then doe not give judgment here, but after the pleading is over, retire all into an other room by them selves & there examin the writings & after that give sentence, & to this Court are brought all the causes of this whole province of "
France_Pages\France_Page131.png,France_Page131.png,"Languedoc & Vivares. Criminal causes are judged by 3 severall persons. Assassinats, highway men & theives are judgd by the Provost without appeal; Manslaughter etc. by the Senescal; lesse crimes by the Judg ordinaire. There are Provosts & Senescals in every citty, & in every litle country towne a Judge ordinaire, who, seizeing on Criminals, if the offence be above his authority, he remitts them to a superior power. These men��s places are not very considerable. Besides these, here is another Court cald the Court of Compts, something like our Exchequer, for they examin & pass all accounts of the officers of the King��s revenue within this province. With them also all grants from the King are enterd, without which they are not valid. When any publique tax is given the King, according to an old Survey which they call a Compois, it is first divided & laid "
France_Pages\France_Page132.png,France_Page132.png,"upon each diocesse, in the Diocesses respectively distributed upon the severall towns & villages, & in the towns upon the houses & Lands belonging to it, according to their Compoys, which hath not been made new in Montpellier this ioo years/ soe that old ruins & new buildings & other circumstances having in soe long time very much alterd the value of their houses, the taxes on them are very dis- proportionate. Mr. P. pays now but 13 or 14 ecus, but upon a new survey would pay 30 or 33 ecus per annum. His house is worth 500 livers per annum. From these taxes are exempted all Noble land which is to pay a year��s value to the King every 20 years, but as they order the matter, they pay not above f year��s value. All ancient priviledged land of the Church is also exempt, but any that is given to the Church that hath been used to pay taxes, pays it after the donation. Besides this, excise is paid on severall commoditys. For tobaco here they pay a livre "
France_Pages\France_Page133.png,France_Page133.png,"a pound excise, for the Farmers who rent it of the King, sell now all the tobaco, & sell it for 33 s. per lb. what they formerly bought for 13 or 15 s. per lb. These farmers give the King 600,000 1. per annum for the farme of the Tobaco of All France, & it costs them as much more in officers. Peuter also pays 1 s. per lb. for all that is made. Wine also, sold in Cabarets, pays about 3 livres per Tunnau, which is worth about 27 or 28 livres, for the tax follows the price. This day Mr. Fisket prund his vineard. He did it thus late because, it being apt to shoot early in the spring, if cold weather nip the young shoots, it makes the vintage less. This day Mrs. Fisket’s father, an old, experienced planter, planted a vineard, & some others, they chooseing, as they call it, the last quarter of the new moon. "
France_Pages\France_Page134.png,France_Page134.png,"The moon will be at full on Saturday next, 29th this month. "
France_Pages\France_Page140.png,France_Page140.png,"W. 26 FEB. Disputation at the Physick Schoole. Much French, hard Latin, little Logic and little Reason. Vitulo tu dignus et hie. THURD. 27 FEB. A Paris ce 8me may 1674. Ce mot n’est que pour vous apprendre d’abord les nouveautes sur le chapitre des Fermes, sur lequel je vous diray qu’enfin e’est tout de bon que l’on travaille a les adjuger separement, et moi que [sic] vous escris je me suis rendu aujourdhuy adjudicataire des Gabells de France sans huictaine moyennant 15,500,000 li. Les aids et entrees ont este adiugees aussi sans huictaine a 15,600,000 pendant la Guerre, et 15,700,000 a compter trois mois apres la publication de la Paix, et pour les cinque grosses Fermes, "
France_Pages\France_Page141.png,France_Page141.png,"convoy de Bourdeaux, marque du Papier et Parchemain, elles ont este adjugees pareillement a la somme de 10,400,000, le tout sans huictaine. Je croi que tout cela finira Samedy prochain. Enfin Je vous en donnerai des nouvelles et Je vous nommeray ses marques plustost et plus surement que personne.i All others besides the English, even the French themselves, pay in their pensions & lodgings before hand in this town. Our credit is better then soe5 here. Pasty. FRID. 28 feb. They make good brandy here, & one may buy for 8 s. per lb. that which will burne f away, & for 32 s. per lb. that which will burne quite away, & they may yeild it soe, for the wine of this country is very strong & very cheape, soe that to make "
France_Pages\France_Page142.png,France_Page142.png,"Brandy they often buy of the strongest wines at the rate of 17 or 18 s. or at dearest one livre per Muy,1 a Muy containing 512 of their pots. The goodnesse of their wine to drink seems to depend on two causes, besides the pressing & ordering the fermentation. One is the soyle they plant in, on which very much depends the goodnesse of the wine; and this is a constant rule, seting a side all other qualities ofthe soyle, that the vineard must have an opening towards east or South, or else noe good is to be expected. The other is a mingling of good sorts ofwine in their vineyards, for they seldome make red wine of red grapes alone; it will be too thick & deepe coloured except the Spiran which, they say, will make good wine by its self, but to make their red wine pleasant & delicate, they use to mingle a good quantity of white grapes with the red. SAT. 29 FEB. N.E. Fair. Very cold. Muscat they plant & presse alone. It is ripe before the others. It will grow as well about "
France_Pages\France_Page143.png,France_Page143.png,"Montpellier & make as good a wine as at Frontignan, but they dare not plant them because they would be stolen to eat & sell, being a pleasant grape & early ripe, but they are not thought so good as the Spiran, being apt to fume to the head & make it ake. Spiran is a black, middle sizd, round grape, very sweet & very wholesome to eat, soe that physitians allow them in great quantitys, & the people think them the better because they are laxative. They also of all the red grapes make good wine by them selves, but they plant them not in so great quantitys as the others, because in hot & dry seasons they will dry up before they are ripe. There is a green grape also of this name, seldom used for wine, nor altogeather so good as the black for eating, but its chief excellency is that it will keepe long in the winter for eating. Marokin is a very black, fleshy grape, round & very large, very good to eat, but seldome used for wine. "
France_Pages\France_Page144.png,France_Page144.png,"Terret is a black, very large, but not very sweet grape, & therefor used only for wine, wherein it gives a large quantity, but not much strength. Ramonin, a black, very sweet, midle sized grape, good for wine & eating. Pickapoul, black & very sweet, good for both uses. These sorts of red grapes, though all commended for wine, yet they are seldom used any sort alone or altogeather to make wine, without the mixture of these 2 sorts following of white grapes, without which the wine is too thicke & high coloured: Picardan is a white, long, large, very sweet grape with a litle of the Muscat in it; makes very good wine alone or mingled. Claret is white, midle sizd, longish, very sweet. These are both good to eat or for wine, alone or mingled, but the Picardan is the more commended. "
France_Pages\France_Page145.png,France_Page145.png,"But to make their wine, they generally plant of all these sorts togeather (except the Muscat) in their vineyards, & upon the skilfull mixture ofthese, next to the property ofthe soile, the good nesse oftheir wine does much depend, but the soile is so consider- able that two fields which only a ditch parts, doe one yield good wine & the other constantly bad. They usually plant about this time of the yeare in the quarter before the full,1 & their vineards will last 50, nay 100 years. The younger the vines, the greater quantity; the older, the better the wine. In hilly ground also the better, & spetially opening to South or east. In plains greater quantity. They plant their rows in quincunx at the distance of 4, 4J & 5 pans. Where they use ploughs to turne the ground, the rows are wider, where delveing, narrower, for they either delve or plough it twice every yeare, about this time of the yeare & again in May. When their grapes are ripe, they cut them "
France_Pages\France_Page146.png,France_Page146.png,"& as soon as cut, press them presently; any keeping spoyles them. Besides the vines above mentioned there are other sorts here, viz. Corinth in their vineards. Indica or St. John’s, ripe at Mid somer. Crispata, a good, sweet, ripe grape. These 2 later only in the Physick Garden. They plant, as they shewd me, their vines about 18 inches deepe, I beleive a spit deepe, & always leave 2 knots above ground. For manure to their vines they esteme pigeon’s or hen’s dung to increase the quantity without injuring the goodnesse, but horse dung or any beast’s dung they think spoiles the goodnesse of the wine. This they have so strong an opinion of at Galliac, a place about 30 leagues from hence, that if a peasant there should use any but bird’s dung about his vines, his neighbours would burn his house, because they would not have the wine of that place loose its reputacion. They there marke all their wine casks with a cock burnt "
France_Pages\France_Page147.png,France_Page147.png,"on, from Gal in pattoy being a cock. Rosemary flowers for making the Queen of Hungary’s water2 in great plenty already. There are as many sorts ofOlives as of grapes in this country, viz: Groosau, large. Pichulina, litle. Verdal, midlesizd. These 3 sorts are good to eat & the last also is good for oyle & a good bearer. Olivera Corneau Salierna Clarmontesa Redonau Bootiliau Argentau Moorau Marsiliensa Pigau bearer. All these are litle olives & used only for oyle. They plant them promiscuously in their olive yards, & mingle the olives in making oyle. That which they principally regard in their plants is that they be of "
France_Pages\France_Page148.png,France_Page148.png,"the sorts that are the best bearers, & if they have not enough of those plants, they plant others & inoculate them. Theyr plants have all roots which they get from of sets, as I understand. Their time of planting is February, March or April. The olive trees last to a vast age, 200 years they say. When the old stocks are faulty, they let up young offsets from the roots round about, & when they are grown up to any considerable bignesse, cut away the old stock, & when the remaining young trees have not roome to spread be¬ cause of their neighbourhood, they transplant them till they leave at last but one standing. Divers examples of an old tree beset with these young ones we saw on the road between Avignion, Pont du Gard & Nismes. They dig about their olive trees every year & lay soyle to them sometimes, & at the same time they dig their vineards, & sometimes at others, for all about this towne their olive trees & corne grow togeather, even where they are set at a distance of 1 in Quin- cunx, & in some places they have "
France_Pages\France_Page149.png,France_Page149.png,"olive trees scatterd up & down in their vineards. sund. i mar. 167I. S.E. Very fair & cold. Vineard newly delved. m. 2 mar. S.E. Cloudy. Cold. tues. 3 mar. S.E. Cloudy. Cold. At the Physick Schoole a Scholler answering the first time, a Professor moderating. 6 other professors oppose with great violence of Latin & French, Grimasse & hand. Here passed through the towne 250 horse towards Catalonia. Very ordinary pret. medium 10 lb. wed. 4 mar. We went to Frontignan, 4 leagues. On the way we saw the Grotto of Madando "
France_Pages\France_Page150.png,France_Page150.png,"something like Oakie hoale with water in it. It is about leagues from Montpellier. From thence all the way to Frontignan we ride4 in a Valley, having the Estang on one hand & barrain mountains on the other. All the way we ride through groves oflarge olive trees, in most places with vines or corne under them. The people all the way busy, some pruneing their vines, others ploughing, others houghing5 their vineard. In some places the earth was digd up about the roots of the olive trees, but not quite to laj them bare. The earth dug out lay in a circle round at the distance of 3 or 6 foot according to the bignesse of the tree. In this hole they put horse dung. Frontignan is a litle towne wald, the figure of the wall square, & is situated upon the Estang where it is a litle kind of a port. Here we dind, but had but bad Muscat. From hence we went to Port Cette.1 Vineards by the way & some in ground soe stony that one could see noe earth. Cette is i\leagues from Frontignan. "
France_Pages\France_Page151.png,France_Page151.png,"ing to the description of Froidour. But the sand in the port now & the breach made in the mole last winter shew how hardly one defends a place against Neptune which he attaques with great & small shot too. From hence we went to the baths at Balaruc3 & lay there, where amongst other things we had served a plate of preserved Haws which they call Pommett de Paradise.4 There were 2 things very remarkable in this new sort of sweetmeat, their ill taste & largenesse which was about the bignesse of a Dutch Goosberry, & before preserving they told us they were as big as Cherrys. In a field of corne by the way we saw a great deale shot into ear. th. 5 mar. The Bath at Ballaruc Is a pretty plentifull spring of water which rises but a litle way from the Estang "
France_Pages\France_Page152.png,France_Page152.png,"& the end of a valley that opens upon the Estang, & the water in the bath is soe neare the levell ofthat in the Estang that that in the Estang boys it up. It rises in a roome 12 foot square, partly coverd with bords, & hath roome only for 6 persons to bathe at once, each going downe a pair of Stairs between 2 beams, & soe sit 2 & 2 opposite to one an other. Here they bathe starke naked & often times men & women togeather. The water is as hot as ofthe King’s bath5 & hath a very salt taste. I had noe Galls6 nor other things for experiments, but they say it colours blew with Galls. From hence to the town of Ballaruc is about a mile, a wald towne on high ground on the side of the Estang. It hath the shortest, narrowest, crookedest streets that I ever saw any where, & I beleive never were soe few pitifull & ill placed houses girt with a wall any where else. Round about the room where the Bath rises, are rooms for beds, bad enough & liter for an hospitall then receit of strangers that "
France_Pages\France_Page153.png,France_Page153.png,"come here for health or diversion. A good part ofour way hence to Montpellier lay through a large vally full of Corne, wine & oyle, & in it by a litle river side more meadow ground then I had seen in any part of France. By the way we saw beans blown. FRID. 6 mar. The plant that bears the Grana Kermes is a litle, low shrub, growing much about the heigth of Juniper or furze in England. It is a winter green, & the leafe with prickles like our holly leaves, but not soe broad, thick nor stiff.. .. "
France_Pages\France_Page161.png,France_Page161.png,"SAT. 7 mar. Four Luisdors to drink the King’s health. sund. 8 mar. Dr. Barbeyrac told me that in diging cellars etc. they often finde here in Montpellier great quantitys of running quick silver, & that he hath often seen it him self amongst the earth. M. 9 mar. The Captain at Petit Paris telling the storys of his amours (camp Laundresses) & "
France_Pages\France_Page162.png,France_Page162.png,"rebuking the frier complaining of his businesse & fatigue. TUESD. MAR. 10. Vines newly pruned weeping. A peasant working in the vineard said they were never the worse. SUND.MAR. 15. They sell at Montpellier a Minot ofsalt for £16 - 16 which at the salt pits about Aigues mortes, 4 or 5 leagues from thence, costs them but £0-5. "
France_Pages\France_Page163.png,France_Page163.png,"A Minot is a measure conteining about no or 112 lbs. of Salt. tues. 17 march. I sent the bill of ladeing for the vines to Mr. Stringer. They were shipd at Bourdeaux 5 March by Pierre Rocaure on the ship James of Yarmouth, master Tho: Paris, consigned to Mr. Kiffifo at London. Freight five shillings. Spirits of wine burning away § or more, the seller asked 4s. per lb. Clysters are very frequently prescribd in the practise of physick here & the Apothecarys’ men administer them indifferently to men & women. Only the meaner sort of women about Montpellier are with difficulty brought to take them after this manner. W. mar. 18. The manner of making a doctor in physic was this. First came in an officer with "
