image_Path,image_name,text
France_Pages\France_Page57.png,France_Page57.png,"picture, he should not be crowned with turneps & carrots, but with violets & Jasmin studded with olives. Time, rosemary, bays & Lavender for fuell. In their  gardens they generally raise water by a wheele & earthen pots drawn by an asse the wheele about 12 or 14 foot diameter. sat. 25 JAN. Discourse of Port de Set with P. & Mr. at Petit Paris, & the teaching biding to cheat the Hugenots: Nulla fides servanda cum Hereticis, nisi satis validi sunt ad se defen dendos. Our servant at Mr. Fisquet��s6 had 6 crowns per annum wages at Geneva, the under servant had crown & the upper i crown per annum, & a hinde 3 crowns per annum, who told Mr. Diggs unless he had 3? crowns next year, he would leave his service. sun. 26 jan. At church in the afternoon the bride & bride groome standing under the pulpit & the minister in the pulpit joyned them according to their liturgie, just before the psalme that precedes his extempory prayer. "
France_Pages\France_Page60.png,France_Page60.png,"M. 17/27 jan. 1675/6. Gathering of olives. T. 28 jan. Pruning of vines. Fashion3 of the hooke. In pruneing they leave of the shoot that comes streight out of the top of the stock about an inch. All the rest they cut of cleane to the old stock. If a vine be decaid or gon in any place, they dig a trench about f or a foot deepe to the next stock which hath most flourishing branches, & there they dig down till they soe loosen his roots that they can lay him, & then cuting off- all but the 2 bigest shoots of the last yeare, one of them they bend gently about & bring up to the top of him just in the place where the old stock stood. The other they lay all along in the trench & bring up the tip of him in the place where the other was wanting, & soe cover all the rest with earth. These look like litle plants & they cut them off at about 8 or 9 inches high, & stick a good "
France_Pages\France_Page61.png,France_Page61.png,"strong peice of a branch by, a litle longer then the plant, close by it to defend it. I asked of some fellows that were doing this whether the curings would not grow. They answered yes. I asked them why they took soe much pains for a plant. They told me this would have grapes the next vintage, but a cuting not in 3 or 4 years, where with I was satisfied. These single plants, I guesse, they cut next year close by the ground, for soe the divisions & branchings of the old stocks would make one thinke. They  are  planted  by  line  in  rows  about  42  or  5  pans  distance & some  at   6  pans  distance,&stand  in  perfect  quincunx. At Montpellier 1 Cental  continet lb. 100. 1 lb. 16 ozs. 1 oz. 8 drachms. 1 drachm . 3 scruples. 1 scruple . 20 grains. A   pan   is   9&almost  English   measure. "
France_Pages\France_Page62.png,France_Page62.png,"This is the common weight, but in all medecinal praescriptions they allow but 12 of these ounces to the pound, soe that pondus medicinale is but �� of the civilis; and in weighing gold, silver, ambergris, musk & civet the scruple hath 24 grains, & soe the ounce 72, & consequently the drachm & other weights are all  1/6 bigger. "
France_Pages\France_Page63.png,France_Page63.png,"WED. 29 JAN. The Citadell4 on the N.E. side the town of 4 large bastions faced with stone. THUR. 30 JAN. A hard shower with thunder & lightening. Mrs. Fisket eating for breakfast black olives & brown bread. Olives not well tasted, for when they are black, they are as bitter as gaule. To cure this, they who pickle them to eat, gash them in 2 or 3 places & soe soak them 14 or 15 days in water, changeing it every day, & then boyle them in salt & water & soe keep them pickled. They retain some thing oftheir oyly tast & are much worse then if pickled green, but I suppose will goe much farther & there? fore commonly used. Apples 4s. per lib. They are brought from Grenoble & are admirable good pepins. "
France_Pages\France_Page64.png,France_Page64.png,"frid. 31 jan. Uzes, a towne in this province, not far from Nismes, was wont to send every year a Protestant deputy to the assembly of the States here at Montpellier, the greatest part being Protestants, but they were forbid to doe it this year. And this week the Protestants there have an order from the King to choose noe more consuls ol the town of the Religion, and their Temple is orderd to be puld down, the only one they had left there, though 3/4 of the town be Protestants. The pretence given is that their Temple being too near the papish church, their singing of psalms disturbed the service. SAT. i FEB. Today I saw anemonys & white stock jully flowers blown & Jasmin open. I also saw oyle pressed. Here was in the street a bustle to day, the "
France_Pages\France_Page65.png,France_Page65.png,"cause this. Some that were listing soldiers slid mony into a country man��s pocket, & then would force him to goe with them, haveing, as they said, receivd the King��s money. He refusd to goe & the women, by crowding & force, redeemed him. These artifices are necessary in a country where presseing is not allowed & where volunteers come not forwardly4 to the beat of the drum, & ��tis a usuall trick, if any one drink the King��s health, to give him presse money & force him to goe a soldier, pretending that haveing drank his health, he is bound to fight for him. Interest by law here is 6per cent., but those who have good credit may borrow at 5 per cent. This King hath made an edict6 that those who merchandise, but do not use the yard, shall not loose their gentility. Their pot at Montpellier is, I thinke, a pretty deale bigger then our Quart, for half a pot of common water weighd 1 lb. 6 ozs. "
France_Pages\France_Page66.png,France_Page66.png,"They count their mony in France by livers, sols & deniers, i.e. ll.s.d., but there is noe money now in France of this coin, for that which was coind for a sol, is now marked with a little flower de Luys & soe goes for �� more then a sol or sou, & all of that coyn, whether marked or noe, goe for soe much & are all calld sou marques. I see noe thing coind for either livers or Deniers, but that coin which was called  double  &hath  still  that  name  on  it,is  cald  &passes  now  for a  denier.Their  coyn  then  is  thus: I pistol or Luis d��or                        II Livers. I Escu              3 Livers. I Liver            20 sous. I Sou                4 Liards. I Sou                6 Doubles. I Sou               I2 Deniers. I Escu d'or     f.5-I4-0. "
France_Pages\France_Page67.png,France_Page67.png,"sund. 2 feb. Anemonys, double blew, & striped stock jully flowers & double violets blown. mund. 3 feb. "
France_Pages\France_Page68.png,France_Page68.png,"Drums beat for soldier, & 5 Luis d��or offerd to any one that would list himself. Verdegrise is made thus. The plates being well coverd with verdigrise, they take them out, & the stalkes with the supporters. When all these are out, take an handfull offresh, drye stalks & with them rouse about the wine that is in the bottom of the pot, & wash it well there with. Power out this wine as uselesse & wipe the pot very cleane. Put the handfull offresh stalks where with you roused about the old wine into a basin of fresh wine which stands by for that purpose. When they have laine there a litle while to soake whilst you are wipeing the pot with a cloth, take out the handfull of fresh stalks out of the basin of fresh wine & sprinkle with the fresh wine the old stalks that came out of the pot before, & mingle these fresh stalks with them, & then in a "
France_Pages\France_Page69.png,France_Page69.png,"broad basket made of sticks, like an half ovall or a litle flater, mould the stalkes altogeather in a bundle, rubing them at every turne strongly against the bottom of the basket, where by some part of them breaks off& falls through. This they doe, they say, to cleanse them, but I rather thinke to worke them close togeather to promote the fermentacion. The stalks being thus made up in a lump, put them together agen into the same pot from whence they & the plates coverd with verdigrise were just before taken, & power on them two pots of fresh wine, & puting the stalks a litle on one side, with the hand stir the wine soundly in the pot till it froths. Put the cover on the pot & so leave it 24 howers. The stalks haveing lain thus in the wine 24 hours, take them out, & puting the supporters in their places, put in the lump of stalks upon the supporters & the cover upon the pot, & soe let them stand till they are ready. The first marke of their approach to being ready "
France_Pages\France_Page70.png,France_Page70.png,"is a very strong scent, as of a thing in fermentacion, which you will smell sufficiently if you take off the cover of the pot; & at that time the cover will be very wett & the sides ofthe pots also. After this the scent decreases, the cover grows pretty drie & the sides ofthe pot in the inside quite drye, & the wine in the bottom will have a white cream on it, & this is the time when the plates are to be put in, & the stalks are said to be ready. This is soe short a season in the summer time that 24 howers quite looses it. Another signe of the time is that which they call the rose,1 which is a moisture from top to bottom, espetially the bottom of the lump of stalks, whilst the sides of it are drye; but for the more surety they put in a plate with the pott and, leaveing it there 6 or 8 howers, by the turning of that blew guesse at the fitness of the time. "
France_Pages\France_Page71.png,France_Page71.png,"The pots ofstalks being now in a readinesse, they again take the lump of stalks out of the pot &, puling it all on sunder that the moist & drye may be all equally mingled, they again mould them as before, throwing away at their first takeing out any part that hath fallen through the supporters & lain soakeing in the wine; & haveing with their hands gatherd & thrown out the white skim of the wine, they again, with a fresh handfull of stalkes which serves for the same use to all the pots, they reinse the wine in the bottom all about the sides of the pott & then, wipeing the supporters very cleane, they put them in their places & upon them a laying of plates, taken immediately out of the stove, as hot as one can well handle, close by one an other & a laying of stalkes so thin that one may see the plates through, & so S.S.S.till the pot "
France_Pages\France_Page72.png,France_Page72.png,"be full, & soe puting on the covers, let them stand till the plates are well coverd with verdigris. When the plates are coverd well with verdigris which now was don in a weeke, they take them out, dip their edges in a litle fresh wine, wrap them up in a cleane, linnin cloth & soe lay them upon the floor ofthe seller in an heape, & a great stone upon them, & soe leave them 15 days or more, the longer the better, not exceeding 6 weeks. This is to make the verdigrise come offfrom the plates the easier. They then scrape ofthe verdigris with knives, & cleanse the plates very well, & soe lay them by to use again. N.B. 1. That the pots are about the bignesse oflarge be hives & much ofthat fashion, but only brought in a little narrower at the mouths & wider at the "
France_Pages\France_Page73.png,France_Page73.png,"bottom to stand on. 2. That the stalks are the stalkes of bunches of grapes. 3. The supporters are 2 peices of pland wood about 1 ?or 2 inches broad a peice & ?inch thick, & of such a length as, leaneing against the sides of these taper potts, the plates that lye upon them may be about 3 inches above the top of the wine. 4. The covers are of helme, made flat with a lip to hang over the sides of the pot, each one fit to his pot, of the same workmanship & matter that be hives are. 5. The plates are thin plates of copper about the bredth & length of one��s hand & as thick as latin. 6. If the plates be not put in hot, you will not have half soe much verdigris. 7. The wine is the courser sort or that which is turnd, but it must not be acid. "
France_Pages\France_Page76.png,France_Page76.png,"Not but that good wine will doe, for it must have spirits, but cheapnesse findes more profit in the bad. White wine alone will not make good verdigrise but a whiteish, uselesse concoction; but white wine mingled with red in a small quantity, will doe as and the stronger the better, as Fronticiack. 8. The stove is like a chest with grates in the midle to put a pan of coales under, & in the upper part the plates are put edgling & rest on a grate; the cover as of a chest, & the place to put in the coales is below at a Clyse. 9. The Stalks were ready & the wine had its cream now in 18 days from puting in the wine & leaveing them to ferment to geather. It was now pretty warme weather. In the coldest winter weather it is some times a month in preparing, & in the heat of sommer 4 days�� time is enough to bring it to perfection & make it ready for the plates. If you put in the plates to soon, whilst the fermentation is high, instead of verdigris there will be a black corrosion. If you stay too long, you will have "
France_Pages\France_Page77.png,France_Page77.png,"litle or no verdigris. 10. In the whole worke you must have a great care to keepe everything very cleane. On[e] drop of oyle or grease in a pot spoyles the work of that pot. 11. Their 2 pots of wine is about 5 pints or 2 quarts of ours, for half a pot of their ordinary water weighs 1 lb. 6 ozs. oftheir weight, they haveing 16 ozs. to the pound, & 100 lb. of Montpellier make 91? lb. of London weight. 12. That the plates that were put in this 3d of Feb. were designed to be taken out 10 or 11, but in colder weather they stay 10 or 12 days. In hotter 6 are enough. If you let them stay too long, you spoile the verdigrease which will turne white. 13. It does best in a vault or cellar, but may be made in other places. 14. A drop of oyle in the pot makes the verdigrease white & the plates as if they were coverd with grease. "
France_Pages\France_Page78.png,France_Page78.png,"WED. 5 FEB. Fair & soe warme that the sun beams were rather trouble some then not. A litle out of Montpellier westward a bed of oyster shells in an hollow way, in some places 2 yards under the ground, appeared all along for a good way. We could see some of the shells perfectly fit one to an other, & dirt in the place where the oyster lay. The shells are now very rotten & the place where they lye much higher then the present levell of the sea. Q. �� Have not these been left there by the sea, since retreated? The Protestants have here common justice generally, unlesse it be against a new convert, whom they will favour. They pay noe more taxes then their neighbours, are only incapable of pubhque "
France_Pages\France_Page79.png,France_Page79.png,"charges & offices. They have had within these 10 years at least friendly enough in these parts. They sometimes get & sometimes loose proselytes. There is noe thing don against those that come over to the reformed religion, unless they be such as have before turned papists & relaps: these sometimes they prosecute. The number of Protestants in these latter years neither increases nor decreases much. Those that go over to the Church of Rome are usually drawn away by fair promises that most commonly faile them, or else mony if they be pore. The Protestants live not better then the Papists. Dr. Barbeyrac. frid. 7 FEB. I sent this day away "
France_Pages\France_Page80.png,France_Page80.png,"into England5 a box of vines of  the following sorts: 1. Muscat. 2. Spiran, both black & green. 3. Picardan. 4. Corinth. 5. Marokin. 6. St. John��s. 7. Crispata. 8. Claret. The Muscat every one knows. Of the Spiran there are 2 sorts, the black & the green, both very good for eating & wine too, but the black the better, which are thought so wholesome that they eat them here in great quantities, & that by the advice ofthe physitians. The green also are a very good sort of grapes & keepe well till winter. "
France_Pages\France_Page81.png,France_Page81.png,"The Picardan is a white grape & makes a very good sort of wine. It is large & longish, very sweet. Of the Corinth grapes we have already in England. Spiran is midle sized, round, black, very sweet & very wholsome. The green Spiran ripens later, seldom used in wine, but keeps till winter. Marokin very black, fleshy, round, very large, good to eat, but seldom used in wine. The St. John��s is a grape which they had at the Physick Garden here from India. The grapes are very good & ripen here at Mid somer two months before any of the other sorts. Black. Crispata is also a very good sort of grapes. They call it soe from the jagged leaf, & I guess it is the parsly grape we know in England. White. Claret. White, longish, midle sized, sweet & good to eat & good for wine, alone or mingled, as is the Picardan. Mrs. Fisket tells me they seldom make red wine without the mixture of some sort of white grapes, else it will be too thick & deepe coloured, & they most commonly grow mingled severall sorts in one vineard "
France_Pages\France_Page82.png,France_Page82.png,"In seting the vines, they dig the ground sometimes all over, sometimes only in trenches where they set them. They set the cutings about 18 or 20 inches into the ground & leave only 2 knots above ground. The next yeare at pruning they cut them soe that, if conveniently there can, there may be 4 shoots the next year neare the ground, at least 3 spreading severall ways, that in the succeeding years may be, as it were, the old stock out of which the shoots are to sprout. They set them exactly in quincunx, & the rows are in some places 4, in some 5 pans distant, I suppose according to the difference of the ground or grape. The States every morning goe to Notre Dame to prayers, where mass is sung. All the while the priest who says Masse is at the altar saying the office, you cannot hear him a word, & indeed the musick is the pleasanter of the two. The Cardinall & Bishops are all on the right hand the quire, "
France_Pages\France_Page83.png,France_Page83.png,"i.e. standing at the altar & looking down to the west end of the church, & all the lay barrens on the left or south side. The Cardinall sat uppermost, nearest the altar, & had a velvet quishon, richly laced with broad silver & gold lace; the bishops had none at all. He also had his book and repeated his office apart very genteelly with an unconcearned look, talking ever[y] now & then, & laughing with the bishops next him. He keeps a very fine mistress2 in the town, which some ofthe very papists complain of, and hath some very fine boys in his train. The best oyle in France is the oyle of Aramont, a town in provence, not far from Avignion. One ran his sister into the head a litle above the temple in the house where I lay.3 The father was lately dead & he had but a small legacy. "
France_Pages\France_Page84.png,France_Page84.png,"Bend a bord with 2 holdfasts & then apply fire to it with helme & soe let stand till cold This way you may bring it to any shape. sat. 8 FEB. This day the Assembly of the States was dissolved, who meet & sit here every winter about 4 months, breaking up usually in the begining of February. The States of this province of Languedock consist of 22 Bishops, 24 or 25 Barons & about 30 or 35 Deputys of towns. They sit as Jan. 18, & have all the solemnity & outward appearance of a Parliament. The King proposes & they debate & resolve about it. Here is all the difference, that they never doe, and some say dare not, refuse whatever the King demands.5 They gave to the King this year 2,100,000 livers, & for their liberality are promisd noe soldiers shall quarter in "
France_Pages\France_Page85.png,France_Page85.png,"this country, which yet never the lesse sometimes happens. When soldiers are sent to quarter in Montpellier, as some Switz did here that were going towards Catalonia, the Magistrates ofthe town give them billets & take care according to the billets that their Landlords be paid 8 s. per diem for each foot soldier, which is paid by the town, not by the soldiers. Besides these 2,100,000 given the King for this yeare, they give him also for the canal 300,000 and besides all this they maintein 11,000 men in Catalonia, raisd & paid by this province.These taxes & all publique charges come sometimes to 8, sometimes to 12 per cent, of the yearly value of Estates. The States being resolved to break up today, the ceremony was this. Te Deum was sung in the State house &, that being don, the Cardinall with "
France_Pages\France_Page86.png,France_Page86.png,"a very good grace gave the benediction, first puting on his cap, & at the later end of the benediction he puld of his cap & made a crosse, first towards the Bishops, then towards the nobility, & then strait forwards towards the people who were, all the while the benediction was giveing, on their knees. Mr. Harvy��s man inticed into a shop & there fallen upon by 3 or 4 & beaten for poysoning their dog. A man shot dead by an other in the street some time before, & an other at Lyons when I was there. N. Very fair & warme. mund. 10 feb. "
France_Pages\France_Page87.png,France_Page87.png,"The manner of makeing oyle is this. They take 4 Septies of olives a litle heaped & put them into a mill which is drawn by a mule, where they grinde them as tanners grinde barke, to a fine pulpe, one standing by as the mill goes round & shoveing in a litle of the olives or pulp towards the center, & clearing the part of the stone at the bottom where he stands with the shovell. This he does soe by degrees & in succession that, I beleive, the mule goes round near 100 times for his once. They being sufficiently ground, they put them into a stone trough, two whereof stand between the mill & the presse. Out of these troughs they take the pulp & put it into frailes1 & spread it in them equally, that they may lay them plain, one upon an other. Ofthese frailes there was, when I saw them presse to day, 24 upon each pedistall, viz. in all 48, in which were co[n]teind "
France_Pages\France_Page88.png,France_Page88.png,"ten Septies of Olives. Some times they presse twelve Septies of Olives at once, & then they use more frails proportionably. The frailes being hid with pulpe & placed evenly & upright upon the two pedistals in equall number, they set the presse on workeing, first lifting up the scrue end that soe the end ofthe beam, sinkeing upon the hinder pile of frails & presseing them, may make way for the puting in the wedges into the great Mortis & discharge the wedge in the litle mortice which, whilst they were placeing the frails upon the pedistall, supported the beame, which being taken out, they worke the scrue the other way, & soe bringing down the scrue end of the beame, presse both on the fore & hinder pile of frailes; a man attending "
France_Pages\France_Page89.png,France_Page89.png,"in the meane time at each pile of frailes with a leaver in his hand which, resting in the gutter where the oyle runs, he thrusts & keepes in the pile of frailes, if it happen to swell or bend outwards any way when they are in presseing, espetially at the beginning, by this meanes keepeing the piles streight & upright; the other in the meane time not ceaseing to turne the scrue till the great stone at the end of it be clear of the ground. When the oyle ceases to run or but in small quantity, they lift up the scrue end of the presse, & then, puting a wedg in the litle mortisse, get up the other end also & soe bring the beame to a levell dischargeing it cleare from the frailes. Then they take off all the frailes except the 8 or 10 lowermost &, stiring the "
France_Pages\France_Page92.png,France_Page92.png,"pulp, put it upon those that lye still on the pedistall, & then one pours into it a bucket of scalding water, after which he stirs the pulp again & lays it flat& equall as at first, & then stirs & puts on an other as before, with a bucket of hot water powerd on it, & soe they serve them all, & then they set the presse a workeing again as at first, as long as any quantity will run, & then, lifting up the beame again, take off the frailes, stir the pulpe & power on fresh hot water upon every fraile, a litle bucket full as at first, & then presse as long as any thing will run, leting the stone hang cleare a great while, puting the end ofthe leaver in a hole in the wall to hinder the scrue from turneing & soe leting downe the stone. When the presseing is all don, one with a broad, but very shallow skiming dish of brasse skims of the oyle from the water, puts it into a brasse vessell like a tumbler, but holding, I guesse, about "
France_Pages\France_Page93.png,France_Page93.png,"a pot & half, & with that pouring it into the vessels of the owners by a brasse tunnell. When the oyle is well skimd off from the water, they pull out a stopple in the bottom of the cisterne, & soe let goe the water which runs into a great place they call hell, which is a great large cisterne in a place locked up, where, the water comeing in & goeing out at the bottom, soe that it leaves the cisterne still full, the water only runs away & leaves the oyle & saves that which scaped the skiming dish, but that, I suppose, belongs to the master of the presse; for every body��s water runs in here to the former oyle & water. N.B. i. Thatthe mill which grindes the olives is after the same maner with that which our tanners use to grinde barke, only with some difference, as i�� that in the center of this there stands up a round "
France_Pages\France_Page94.png,France_Page94.png,"stone , very smooth & true wrought, about 2? pans in diameter & about the same heigth, which the inside of the great grindeing stone touches in its turning round, soe that noe olives scape the great stone towards the center, nor get besides it that way. 2�� that the floor ofthe mill, upon which the great stone bares in its turning round, is also of hard stone & smooth & a litle shelveing, the declivitie being towards the center, to answer which the edg of the broad stone which is to grinde the olives, that it may beare in its whole bredth upon the stones in the floore, is not cut with a derect perpendicular to the sides of the stone, but the line of the inside ofthe said grindeing stone & that ofthe edg or thicknesse make an angle something lesse then a right one, & on the outside there is left noe angle at all, but it is cut of with a round. By which meanes I suppose the "
France_Pages\France_Page95.png,France_Page95.png,"great grindeing stone slides constantly towards, & is kept close to, the round stone that stands fixd in the midle before mentioned, upon which the perpendicular turning beam stands. 30 soe much ofthe floor or inside ofthe mill as the grindeing stone does not touch or is a litle without his breadth, is coverd with bords being more shelveing then the stone floore where at first the olives are laid, which are not thrown all at once under the grinding stone, but by small parcells shoveld downe under the grinding stone by the man that attends the mill, every passeing round of the stone a few; & here lyes also the pulp which the stone workes out in its grindeing, which is also shoveld in in its turne, for the floore ofthe mill where the grindeing stone bears on it, has always very litle upon it, its great weigh[t] workeing it still out towards the circum- ference, for the stone in the midle hinders it from goeing inwards. 4�� the grinding stone is about 7 pans high & "
France_Pages\France_Page96.png,France_Page96.png,"about 1  pan thick, & on the edg & inside is wrought very smooth & stands upright, without leaning that I could perceive, though the edg be not square to the sides, which is recompensed in the sinkeing of the floore towards the center. The stone seems to be very hard, & it need be hard & heavy to break the stones of olives to pouder. 2. The shovels that they use to shovel in the pulp under the grinder &, when it is fine enough, to take it out & put it in the stone troughs, & then into the frailes, are more like bakers�� peels1 then shovels, & there was not any iron upon any of them. 3.To put the pulpe in, there are between the mill & the presse 2 great stone troughs; in the presse 2 pedistalls, & below 2 stone cisternes into which the oyle runs from the 2 pedistalls by distinct passages, soe that 2 people��s oyle "
France_Pages\France_Page97.png,France_Page97.png,"may be pressed at once without the danger of mingleing a drop. The presse is made thus. 1. There are two pedestals about 2 litle pans on sunder which lye just under the great beam. That which I call a pedistall is a round, plain stone about 2 pan diameter, round about which is cut a grove in the same stone, about ? pan broad or a litle lesse, & from thence a passage to the cisterne. Upon these pedistals the frailes are laid, & into these grooves or trenches the oyle drops & thence runs into the cisterne. 5. Behinde the hinmost pedistall stand erect in the ground 2 great beames, well fastend in the ground, as far on sunder from each other as the breadth of the pressing beame, which is to passe up & downe between them. From the nearest side of the hinmost pedistall to the midle of these beames horizontally is about 3 pans. In "
France_Pages\France_Page98.png,France_Page98.png,"the midle of these beames, in respect of their thicknesse, is cut a mortise about 4? pans long & about 5 or 6 inches broad. The bottom of this mortise is about 4? pans higher then the pedistal. 6. This mortice they fill with severall peices of wood reaching quite a thwart from one mortice to an other, hanging out on both sides as thick as the breadth of the mortice & some what broader. These I call wedges. With these, I say, they fill up this mortice when this end of the presseing beame is sunke below the lowest part of it & there by pin downe this end of the beame to keepe it downe upon the frailes when the other end is drawn down by the scrue. 7. The presseing beame is 38 pans long, 3 broad, & to increase its weight & "
France_Pages\France_Page99.png,France_Page99.png,"strength, another great beame was fastend to it all along with bands of iron. 8. At the other end is a scrue where ofthe very scrue is, I guesse (for standing upright I could not measure it), about 16 pans, the square for holes for the leaver almost 4 pans; & at the bottom a great, round stone in which one end is fastend with iron worke & turnes; which stone, when the scrue is turnd faster then this end of the beame sinkes, lifts up even this great stone which is broad &  thick, as big as an ordinary mill stone. 9.Between the scrue & the 2 erect beames before describd stand 2 other beames, erect as the former, with a mortis in them long enough to hold one only wedg, the top of which is higher then the levell of the highest fraile when they lay in most. Upon this wedg the beame is "
France_Pages\France_Page100.png,France_Page100.png,"to rest when they are laying in or takeing out the frailes. Soe that the leng[t]h of the great beame is thus divided: behinde the pining wedges 3 pans, from the pining to the supporting wedg 20 pans, from the supporting wedg to the scrue 15 pans. 9. [sic] The ground where the greatscrue stone lyes is much lower then the levell of the pedestals, which affords also a convenience for the placeing the 2 cisternes which are just under the great beame & a litle distance from the outmost pedistall. 10. A peice of wood fastend on to the great beame crosse it, hanging over on each side, & placed just by the midle erect beames on the side towards the pedestals, to keepe it from slideing towards the scrue. "
France_Pages\France_Page101.png,France_Page101.png,"11. The matter of the frailes & texture the same with the frailes that bring raisons to England, but the figure just the same with that of an hat case, the crown being taken away. They are exactly all of a breadth & scarce discernably narrower then the pedistals; the hole to put in the pulp about �� of the diameter. 12. The oyle that runs at first presseing before the mixture of water they call virgin oyle, which is better then the other, but all say it will not keepe, but spoile in a month or 2, unless you put to it salt or sugar, but salt is the better, & then it will keepe 6 months. As much as you can hold in your 2 hands is enough to put into a Septie of oyle. A Septie is 32 pots. "
France_Pages\France_Page102.png,France_Page102.png,"13. Therefor they usually let the virgin & the other of the 2d & 3d presseing all mingle togeather in the cisterne which, being afterwards put up in jars & kept in coole cellars, will keep good 7 yeare; but the mingleing of some of the hot water with virgin oyle after presseing will not preserve it, soe that it seems to be some thing either in the skins or stones of the olives that comes not out but by the mixture of hot water & hard presseing, that serves to preserve it. 14. They begin to gather their olives about St. Katherin��s Day, Oyle which is 5 days before the winter solstice, though I saw some gatherd here in the later end of January. "
France_Pages\France_Page103.png,France_Page103.png,"15. All confesse that oyle is better which is made of Olives fresh gatherd then of those that have been kept (in heapes as they doe) a month or 2; but some tell me they delay soe long because those that are kept yeild more oyle. Others say the reason why they are not pressed sooner is because every body��s grist cannot be ground at once, & they must stay till they can get a turne. 16. 4 Septies of olives usually yeild one septie of oyle, but I observd they were some what heaped. 17. The goodnesse of the oyle depends exceedingly upon the propriety ofthe soyle. This makes the oyle ofAramont in Provence the best in France. 18. When they are either filling the frailes or new stiring the pulpe in them, there are 2 men at worke at each pedistall, besides a 5th that takes "
France_Pages\France_Page104.png,France_Page104.png,"the pulpe out of the trough (that stands by) with a shovell & puts it into the frailes as they bring them, or else lades boyling water out of the furnace (which is also by, & the top levell with the grounde, with a trap dore cover) & powers it on the frailes as they are ready. 19. After they have gatherd the olives, they lay them in heapes in the corner of a cellar or some such other place, with sarments between them & the ground, where after some time black water will run from them. This they call purgeing them. In these heapes they lye till they presse them. None lye lesse then 15 days. 20. All agree that the oyle pressed from olives new gatherd is sweetest, but noe body does before 15 days�� lyeing. But the reason why they keep them longer, as 2 months some times, they give differently. Some say, because they cannot have turns at the mills sooner; others say, after keepeing they both yeild more oyle & grinde better, for the new gatherd spirt away from the stone, "
France_Pages\France_Page105.png,France_Page105.png,"& though they begin to gather their olives about St. Katherin��s Day, they never set their mills on worke till Twelf[th] Day or, at soonest, New Year��s Day. The reason whereofis, they say, that the Master of the mill hires a great many men for the time that oyle is made, which keepe the mill going day & night, but that those whose oyle is makeing give these worke men meat & drink; but that, ifthe Master should entertein them before Christmas, he must not only pay them for soe many holydays whilst they stand still, but finde1 them too. 21. When the oyle is made, they usually take f ofthe upper part (this they call the flower) & put it in earthen pots for eating. The remainder, being thicker, is kept for lamps & other uses, & the very thick sediment they put in the sun to get as much oyle out as they can. 22. The pulp that is left after all the presseing & affusion of boyling water belongs to the master of the mill who sells it for 4 or 5 s. a millfull to others who presse it again & make a course oyle for soape & other such uses. 23. The remaining pulpe bakers use to through a little of into their ovens as they are heating, it makeing a very violent fire. "
France_Pages\France_Page108.png,France_Page108.png,"The Bishops of this province are: Archbishop of Narbon, primas totiae provinciae et semper praeses senatus. Archbishop of Tholose. Bishops ofAlby, Montauban, Castres, Carcassonne, Lavaur, Pamies,2 Mirepoix, St. Papoul, Aletz, St Pons de Tomieres, Rieux, Beziers, Agde, Loudeur,3 Montpellier, Nismes, Uzes, Viviers, Manded Le Puy. "
France_Pages\France_Page109.png,France_Page109.png,"The States are always summond by the King��s authority, but when they have donn their businesse, they dissolve themselves. At the Carmes�� Church this day was an end of their octave of open house, as one may say, upon the occasion of the canonization of St. John de Croix, one of their Order lately canonizd at Rome, dead 80 years agon. During the 8 days of their celebration there was plenane Indulgence over the door of their chappell & at the doore a pavilion of bays with emblems set round it & his picture in the midle. This being the close ofthe solemnity, there was a sermon which was the recital of his life, virtues & miracles he did, as preserving baptismall grace & innocence to the end of his life,��his driveing out evill spirits out of the possessed, etc. Besides musick at their vespers & instead of an organ a bass violl, at the end of all the Benediction, which is a very considerable matter amongst them. Here was the Duke of Vernules, Dutchesse1 2 & her gard of musketoons with her. "
France_Pages\France_Page110.png,France_Page110.png,"TUESD. 11 FEB. They sell pigs here alive by weight, 2s. per lb. They tye the fore leg & hin leg crosse togeather & so hoist them up by a pully to the ballance. The usuall rate of good oyle here some years, some years 4 livers & some years 4 livers 10 s. per quartall, i.e. �� Septie or 8 pots. wed. 12 feb. Very fair & the shade desireable. I visited Mr. Birto. A generall synod they have not had these 10 or 12 years. A provin? cial synod of Languedock they have, of course, every yeare, but not without leave from the King, wherein they make ecclesiasticall laws for this province, but suitable still to the laws made by the Nationall Synod. Their synod consists ofabout 50 pastors & as many Deacons or Elders. These have power to reprehend or wholy displace any scandalous pastor. They also "
France_Pages\France_Page111.png,France_Page111.png,"admit people to ordination and to be pastors in certain churches, noe body being by them put into orders that hath not a place. The manner is this. When any church wants a pastor�� as for example at Montpellier any one of their 4 pastors is dead or gon, the candidates apply themselves to the Consistory of that church. Whom they like best, they appoint to preach before the congregation. Ifthey approve ofthat, at the next Synod he presents himself. They appoint 4 pastors to examin him in the tongues, university learning & divinity. Espetially he is to produce the testimonials ofthe university where he studied, ofhis life & learning. He preaches before them a French & Latin sermon &, if all these are passable, they appoint 2 pastors to ordein him, but before his ordination he 3 successive Sundays preaches in his congregation. This being donne, the 2 appointed come. The senior makes a sermon teaching the duty of a minister, after which, coming out of the pulpit, "
